編號,學校,科系,招生名額,分發人數,比例,備註
32,國立臺北教育大學,自然科學教育學系（芝山組）(032232),2,2,100%,
32,國立臺北教育大學,自然科學教育學系(公費生)(032242),1,1,100%,
32,國立臺北教育大學,資訊科學系(032252),26,26,100%,
32,國立臺北教育大學,數位科技設計學系(032262),20,18,90%,
32,國立臺北教育大學,數位科技設計學系(APCS組)(032272),3,3,100%,
32,國立臺北教育大學,藝術與造形設計學系設計組(032282),22,8,36%,
32,國立臺北教育大學,藝術與造形設計學系藝術組(032292),22,17,77%,
32,國立臺北教育大學,體育學系(032302),10,10,100%,
32,國立臺北教育大學,體育學系（雙語教學組）(032312),8,8,100%,
33,國立臺南大學,教育學系(033012),47,35,74%,
33,國立臺南大學,教育學系(公費生甲組)(033022),1,1,100%,
33,國立臺南大學,教育學系(公費生乙組)(033032),1,1,100%,
33,國立臺南大學,教育學系(公費生丙組)(033042),1,1,100%,
33,國立臺南大學,諮商與輔導學系(033052),20,16,80%,
33,國立臺南大學,特殊教育學系(033062),17,9,53%,
33,國立臺南大學,特殊教育學系(青年儲蓄帳戶組)(033072),1,0,0%,
33,國立臺南大學,幼兒教育學系(033082),17,11,65%,
33,國立臺南大學,幼兒教育學系(公費生)(033092),1,1,100%,
33,國立臺南大學,文化與自然資源學系(033102),17,8,47%,
33,國立臺南大學,國語文學系(033112),39,21,54%,
33,國立臺南大學,英語學系(033122),14,3,21%,
33,國立臺南大學,英語學系(公費生)(033132),1,1,100%,
33,國立臺南大學,應用數學系(033142),17,3,18%,
33,國立臺南大學,數位學習科技學系(033152),26,20,77%,
33,國立臺南大學,數位學習科技學系(公費生甲組)(033162),1,1,100%,
33,國立臺南大學,數位學習科技學系(公費生乙組)(033172),1,1,100%,
33,國立臺南大學,材料科學系(033182),20,7,35%,
33,國立臺南大學,資訊工程學系(033192),17,7,41%,
33,國立臺南大學,資訊工程學系(APCS組)(033202),3,1,33%,
33,國立臺南大學,電機工程學系(033212),21,8,38%,
33,國立臺南大學,綠色能源科技學系(033222),22,10,45%,
33,國立臺南大學,生物科技學系(033232),15,3,20%,
33,國立臺南大學,生態暨環境資源學系(033242),17,12,71%,
33,國立臺南大學,戲劇創作與應用學系(033252),22,0,0%,
33,國立臺南大學,行政管理學系(033262),21,5,24%,
33,國立臺南大學,經營與管理學系(033272),13,8,62%,
33,國立臺南大學,音樂學系(033282),30,27,90%,
33,國立臺南大學,視覺藝術與設計學系(033292),25,25,100%,
33,國立臺南大學,體育學系(033302),14,14,100%,
34,國立東華大學,應用數學系數學科學組(034012),16,13,81%,
34,國立東華大學,應用數學系統計科學組(034022),17,14,82%,
34,國立東華大學,物理學系物理組(034032),17,17,100%,
34,國立東華大學,物理學系奈米與光電科學組(034042),13,13,100%,
34,國立東華大學,化學系(034052),26,18,69%,
34,國立東華大學,生命科學系(034062),20,11,55%,
34,國立東華大學,資訊工程學系資工組(034072),28,28,100%,
34,國立東華大學,資訊工程學系資工組(APCS組)(034082),3,3,100%,
34,國立東華大學,資訊工程學系資工組(資安組)(034092),4,4,100%,
34,國立東華大學,資訊工程學系國際組(034102),12,12,100%,
34,國立東華大學,資訊工程學系國際組(資安組)(034112),2,2,100%,
34,國立東華大學,電機工程學系智慧系統組(034122),22,21,95%,
34,國立東華大學,電機工程學系半導體工程組(034132),15,12,80%,
34,國立東華大學,材料科學與工程學系(034142),28,12,43%,
34,國立東華大學,光電工程學系(034152),24,14,58%,
34,國立東華大學,企業管理學系(034162),23,17,74%,
34,國立東華大學,會計學系(034172),26,19,73%,
34,國立東華大學,資訊管理學系人工智慧與大數據組(034182),13,13,100%,
34,國立東華大學,資訊管理學系智慧商務與知識管理組(034192),13,13,100%,
34,國立東華大學,資訊管理學系(APCS組)(034202),3,0,0%,
34,國立東華大學,國際企業學系(034212),24,13,54%,
34,國立東華大學,財務金融學系(034222),24,14,58%,
34,國立東華大學,觀光暨休閒遊憩學系(034232),22,18,82%,
34,國立東華大學,管理學院管理科學與財金國際學士學位學程(034242),7,7,100%,
34,國立東華大學,管理學院會計與資訊管理國際學士班智慧會計與風險管理組(034252),5,3,60%,
34,國立東華大學,管理學院會計與資訊管理國際學士班會計資訊與電腦稽核組(034262),5,5,100%,
34,國立東華大學,華文文學系(034272),19,13,68%,
34,國立東華大學,中國語文學系(034282),18,6,33%,
34,國立東華大學,英美語文學系(034292),17,9,53%,
34,國立東華大學,臺灣文化學系(034302),19,19,100%,
34,國立東華大學,歷史學系(034312),23,16,70%,
34,國立東華大學,經濟學系(034322),24,14,58%,
34,國立東華大學,諮商與臨床心理學系(034332),25,25,100%,
34,國立東華大學,社會學系(034342),15,14,93%,
34,國立東華大學,公共行政學系(034352),15,4,27%,
34,國立東華大學,法律學系(034362),13,11,85%,
34,國立東華大學,教育與潛能開發學系(034372),20,20,100%,
34,國立東華大學,教育行政與管理學系(034382),18,10,56%,
34,國立東華大學,特殊教育學系(034392),16,11,69%,
34,國立東華大學,幼兒教育學系(034402),15,15,100%,
34,國立東華大學,族群關係與文化學系(034412),13,8,62%,
34,國立東華大學,民族語言與傳播學系(034422),8,8,100%,
34,國立東華大學,自然資源與環境學系(034432),22,19,86%,
34,國立東華大學,縱谷跨域書院學士學位學程(034442),14,14,100%,
34,國立東華大學,音樂學系甲組(034452),4,3,75%,
34,國立東華大學,音樂學系乙組(034462),10,10,100%,
34,國立東華大學,藝術與設計學系(034472),21,21,100%,
34,國立東華大學,藝術創意產業學系(034482),24,24,100%,
34,國立東華大學,體育與運動科學系(034492),15,15,100%,
35,臺北市立大學,教育學系(035012),36,27,75%,
35,臺北市立大學,特殊教育學系(035022),20,7,35%,
35,臺北市立大學,幼兒教育學系(035032),44,44,100%,
35,臺北市立大學,心理與諮商學系(035042),17,12,71%,
35,臺北市立大學,學習與媒材設計學系(035052),18,11,61%,
35,臺北市立大學,中國語文學系(035062),28,17,61%,
35,臺北市立大學,英語教學系(035072),23,14,61%,
35,臺北市立大學,社會暨公共事務學系(035082),19,10,53%,
35,臺北市立大學,歷史與地理學系(035092),14,5,36%,
35,臺北市立大學,地球環境暨生物資源學系(035102),20,17,85%,
35,臺北市立大學,應用物理暨化學系電子物理組(035112),9,5,56%,
35,臺北市立大學,應用物理暨化學系應用化學組(035122),8,8,100%,
35,臺北市立大學,數學系(035132),18,13,72%,
35,臺北市立大學,資訊科學系(035142),24,12,50%,
35,臺北市立大學,資訊科學系(APCS組)(035152),3,1,33%,
35,臺北市立大學,資訊科學系(公費生)(035162),2,0,0%,
35,臺北市立大學,城市發展學系(035172),14,12,86%,
35,臺北市立大學,都會產業經營與行銷學系(035182),14,7,50%,
35,臺北市立大學,衛生福利學系(035192),13,7,54%,
35,臺北市立大學,音樂學系(035202),42,40,95%,
35,臺北市立大學,視覺藝術學系(035212),18,18,100%,
35,臺北市立大學,體育學系(035222),12,12,100%,
35,臺北市立大學,休閒運動管理學系(035232),28,28,100%,
35,臺北市立大學,運動健康科學系(035242),25,25,100%,
36,國立屏東大學,教育學系(036012),40,27,68%,
36,國立屏東大學,幼兒教育學系(036022),38,38,100%,
36,國立屏東大學,特殊教育學系(036032),32,32,100%,
36,國立屏東大學,教育心理與輔導學系(036042),16,4,25%,
36,國立屏東大學,中國語文學系(036052),25,16,64%,
36,國立屏東大學,文化創意產業學系(036062),21,16,76%,
36,國立屏東大學,社會發展學系(036072),21,4,19%,
36,國立屏東大學,英語學系(036082),15,9,60%,
36,國立屏東大學,應用英語學系(036092),2,2,100%,
36,國立屏東大學,應用日語學系(036102),7,7,100%,
36,國立屏東大學,視覺藝術學系數位媒體設計組(036112),7,7,100%,
36,國立屏東大學,商業自動化與管理學系(036122),10,10,100%,
36,國立屏東大學,行銷與流通管理學系(036132),10,10,100%,
36,國立屏東大學,休閒事業經營學系(036142),8,8,100%,
36,國立屏東大學,不動產經營學系(036152),11,11,100%,
36,國立屏東大學,企業管理學系(036162),12,12,100%,
36,國立屏東大學,國際經營與貿易學系(036172),12,5,42%,
36,國立屏東大學,財務金融學系(036182),17,4,24%,
36,國立屏東大學,會計學系(036192),37,17,46%,
36,國立屏東大學,大數據商務應用學士學位學程(036202),26,20,77%,
36,國立屏東大學,應用化學系(036212),28,21,75%,
36,國立屏東大學,應用數學系(036222),26,14,54%,
36,國立屏東大學,應用物理系半導體組(036232),15,9,60%,
36,國立屏東大學,應用物理系光電暨材料組(036242),20,16,80%,
36,國立屏東大學,科學傳播學系(036252),24,22,92%,
36,國立屏東大學,電腦科學與人工智慧學系(036262),24,24,100%,
36,國立屏東大學,智慧機器人學系(036272),13,12,92%,
36,國立屏東大學,資訊工程學系(036282),8,8,100%,
36,國立屏東大學,電腦與通訊學系(036292),4,4,100%,
36,國立屏東大學,資訊管理學系(036302),3,3,100%,
36,國立屏東大學,音樂學系(036312),17,13,76%,
36,國立屏東大學,視覺藝術學系美術組(036322),7,7,100%,
36,國立屏東大學,體育學系(036332),15,15,100%,
38,國立臺東大學,全校不分系學士學位學程(038012),11,11,100%,
38,國立臺東大學,教育學系(038022),31,23,74%,
38,國立臺東大學,幼兒教育學系(038032),29,24,83%,
38,國立臺東大學,特殊教育學系(038042),30,19,63%,
38,國立臺東大學,文化資源與休閒產業學系(038052),30,30,100%,
38,國立臺東大學,數位媒體與文教產業學系(038062),28,19,68%,
38,國立臺東大學,公共與文化事務學系(038072),27,20,74%,
38,國立臺東大學,身心整合與運動休閒產業學系(038082),21,19,90%,
38,國立臺東大學,英美語文學系(038092),27,21,78%,
38,國立臺東大學,華語文學系(038102),28,10,36%,
38,國立臺東大學,生命科學系(038112),29,19,66%,
38,國立臺東大學,資訊工程學系(038122),50,42,84%,
38,國立臺東大學,資訊管理學系(038132),24,9,38%,
38,國立臺東大學,應用數學系(038142),28,25,89%,
38,國立臺東大學,應用科學系化學及奈米科學組(038152),27,21,78%,
38,國立臺東大學,應用科學系應用物理組(038162),26,25,96%,
38,國立臺東大學,綠色與資訊科技學士學位學程(038172),19,19,100%,
38,國立臺東大學,音樂學系〈A組〉(038182),7,5,71%,
38,國立臺東大學,音樂學系〈B組〉(038192),7,7,100%,
38,國立臺東大學,美術產業學系(038202),24,24,100%,
38,國立臺東大學,體育學系(038212),22,22,100%,
39,國立體育大學,運動保健學系(039012),21,19,90%,
39,國立體育大學,運動保健學系(青年儲蓄帳戶組)(039022),1,0,0%,
39,國立體育大學,休閒產業經營學系(039032),15,14,93%,
39,國立體育大學,體育推廣學系(一般組)(039042),13,6,46%,
39,國立體育大學,體育推廣學系(拔河組)(039052),5,0,0%,
39,國立體育大學,體育推廣學系(女子啦啦舞組)(039062),6,6,100%,
39,國立體育大學,適應體育學系(圍棋組)(039072),5,2,40%,
39,國立體育大學,適應體育學系(一般組)(039082),15,15,100%,
40,元智大學,管理學院學士班(主修：數位行銷與人力資源)(040012),60,44,73%,
40,元智大學,管理學院學士班(主修：財務金融)(040022),60,46,77%,
40,元智大學,管理學院學士班(主修：國際企業管理)(040032),59,44,75%,
40,元智大學,管理學院學士班(主修：會計)(040042),40,36,90%,
40,元智大學,管理學院學士班(英語專班)(040052),38,22,58%,
40,元智大學,應用外語學系(040062),27,15,56%,
40,元智大學,中國語文學系(040072),30,20,67%,
40,元智大學,社會暨政策科學學系(040082),33,19,58%,
40,元智大學,人文社會學院英語學士班(040092),15,13,87%,
40,元智大學,資訊工程學系(040102),83,62,75%,
40,元智大學,資訊工程學系(APCS組)(040112),3,3,100%,
40,元智大學,資訊管理學系(040122),65,65,100%,
40,元智大學,資訊傳播學系科技組(040132),26,22,85%,
40,元智大學,資訊傳播學系設計組（創作組）(040142),32,19,59%,
40,元智大學,資訊學院英語學士班(040152),16,13,81%,
40,元智大學,機械工程學系(040162),61,30,49%,
40,元智大學,化學工程與材料科學學系(040172),67,32,48%,
40,元智大學,工業工程與管理學系(040182),73,73,100%,
40,元智大學,工程學院英語學士班(040192),15,13,87%,
40,元智大學,電機工程學系(甲組)(040202),77,53,69%,
40,元智大學,電機工程學系(甲組)(APCS組)(040212),2,2,100%,
40,元智大學,電機工程學系(乙組)(040222),66,66,100%,
40,元智大學,電機工程學系(乙組)(APCS組)(040232),3,2,67%,
40,元智大學,電機工程學系(丙組)(040242),39,26,67%,
40,元智大學,電機通訊學院英語學士班(040252),11,10,91%,
40,元智大學,電機通訊學院英語學士班(APCS組)(040262),2,0,0%,
40,元智大學,藝術與設計學系(040272),30,30,100%,
40,元智大學,資訊傳播學系設計組（美術組）(040282),4,4,100%,
41,國立中正大學,中國文學系(041012),18,8,44%,
41,國立中正大學,外國語文學系(041022),16,8,50%,
41,國立中正大學,歷史學系(041032),16,13,81%,
41,國立中正大學,哲學系(041042),23,19,83%,
41,國立中正大學,數學系(041052),19,19,100%,
41,國立中正大學,地球與環境科學系(041062),24,22,92%,
41,國立中正大學,物理學系(041072),30,30,100%,
41,國立中正大學,化學暨生物化學系(041082),19,12,63%,
41,國立中正大學,生物醫學科學系(041092),15,8,53%,
41,國立中正大學,社會福利學系(041102),20,13,65%,
41,國立中正大學,心理學系(041112),21,10,48%,
41,國立中正大學,勞工關係學系(041122),21,11,52%,
41,國立中正大學,政治學系(041132),23,18,78%,
41,國立中正大學,傳播學系(041142),23,21,91%,
41,國立中正大學,資訊工程學系(041152),55,20,36%,
41,國立中正大學,電機工程學系(041162),48,33,69%,
41,國立中正大學,機械工程學系機械工程組(041172),33,22,67%,
41,國立中正大學,機械工程學系光機電整合工程組(041182),15,10,67%,
41,國立中正大學,化學工程學系(041192),17,4,24%,
41,國立中正大學,通訊工程學系(041202),27,27,100%,
41,國立中正大學,經濟學系(041212),36,34,94%,
41,國立中正大學,財務金融學系(041222),30,16,53%,
41,國立中正大學,企業管理學系(041232),43,32,74%,
41,國立中正大學,會計與資訊科技學系(041242),24,13,54%,
41,國立中正大學,資訊管理學系(041252),12,12,100%,
41,國立中正大學,資訊管理學系(APCS組)(041262),3,2,67%,
41,國立中正大學,法律學系法學組(041272),15,10,67%,
41,國立中正大學,法律學系法制組(041282),13,8,62%,
41,國立中正大學,財經法律學系(041292),18,10,56%,
41,國立中正大學,成人及繼續教育學系(041302),14,14,100%,
41,國立中正大學,犯罪防治學系(041312),13,5,38%,
41,國立中正大學,紫荊不分系學士學位學程(041322),24,24,100%,
41,國立中正大學,嘉星招生甲組(工)(041332),13,7,54%,
41,國立中正大學,嘉星招生乙組(管)(041342),13,13,100%,
41,國立中正大學,嘉星招生丙組(法)(041352),5,5,100%,
41,國立中正大學,嘉星招生丁組(文)(041362),10,10,100%,
41,國立中正大學,嘉星招生戊組(理)(041372),7,4,57%,
41,國立中正大學,嘉星招生己組(社)(041382),5,5,100%,
41,國立中正大學,嘉星招生庚組(教)(041392),3,3,100%,
41,國立中正大學,嘉星招生辛組(心)(041402),1,1,100%,
42,大葉大學,機械與自動化工程學系(車輛科技與綠色能源組)(042012),9,5,56%,
42,大葉大學,機械與自動化工程學系(智慧製造與系統應用組)(042022),10,3,30%,
42,大葉大學,機械與自動化工程學系(機電控制與自動化組)(042032),10,1,10%,
42,大葉大學,機械與自動化工程學系(風力發電技術應用組)(042042),5,0,0%,
42,大葉大學,電機工程學系(半導體組)(042052),12,5,42%,
42,大葉大學,電機工程學系(智慧系統組)(042062),12,3,25%,
42,大葉大學,資訊工程學系(資訊工程組)(042072),14,6,43%,
42,大葉大學,資訊工程學系(資訊應用組)(042082),11,3,27%,
42,大葉大學,環境工程學系(環保技術組)(042092),9,1,11%,
42,大葉大學,環境工程學系(環境管理組)(042102),10,1,10%,
42,大葉大學,消防安全學士學位學程(消防科技組)(042112),10,3,30%,
42,大葉大學,消防安全學士學位學程(消防管理組)(042122),11,1,9%,
42,大葉大學,企業管理學系(經營管理組)(042132),11,2,18%,
42,大葉大學,企業管理學系(數位行銷組)(042142),10,1,10%,
42,大葉大學,資訊管理學系(數位經營組)(042152),10,1,10%,
42,大葉大學,資訊管理學系(系統管理組)(042162),10,3,30%,
42,大葉大學,會計資訊學系(會計管理組)(042172),13,4,31%,
42,大葉大學,會計資訊學系(投資理財組）(042182),10,4,40%,
42,大葉大學,財務金融學系(銀行專業組)(042192),9,1,11%,
42,大葉大學,財務金融學系(投資管理組)(042202),9,6,67%,
42,大葉大學,財務金融學系(公司財務組)(042212),7,5,71%,
42,大葉大學,英語學系(042222),6,6,100%,
42,大葉大學,應用日語學系(商務貿易組)(042232),9,3,33%,
42,大葉大學,應用日語學系(文化事業組)(042242),9,3,33%,
42,大葉大學,應用日語學系(企業應用組)(042252),10,5,50%,
42,大葉大學,生物醫學系(生物醫藥組)(042262),21,7,33%,
42,大葉大學,生物醫學系(檢驗醫學組)(042272),12,6,50%,
42,大葉大學,藥用植物與食品保健學系(中藥保健組)(042282),17,6,35%,
42,大葉大學,藥用植物與食品保健學系(食品科學組)(042292),14,5,36%,
42,大葉大學,觀光旅遊學系(042302),20,4,20%,
42,大葉大學,餐旅管理學系(042312),11,1,9%,
42,大葉大學,休閒事業管理學系(042322),9,3,33%,
42,大葉大學,烘焙暨飲料調製學士學位學程(042332),17,4,24%,
42,大葉大學,護理學系(042342),76,30,39%,
42,大葉大學,視光學系(042352),26,8,31%,
42,大葉大學,醫學工程學系(042362),10,4,40%,
42,大葉大學,醫學工程學系(智慧醫療組)(042372),12,4,33%,
42,大葉大學,職能治療學系(042382),29,21,72%,
42,大葉大學,工業設計學系(042392),17,7,41%,
42,大葉大學,傳播藝術學士學位學程(042402),19,6,32%,
42,大葉大學,造形藝術學系(工藝文創組)(042412),12,2,17%,
42,大葉大學,造形藝術學系(藝術創作組)(042422),12,4,33%,
42,大葉大學,多媒體數位內容學士學位學程(動畫與影視特效組)(042432),26,24,92%,
42,大葉大學,多媒體數位內容學士學位學程(遊戲與互動設計組)(042442),23,19,83%,
42,大葉大學,多媒體數位內容學士學位學程(動漫美術與模型製作組)(042452),18,18,100%,
42,大葉大學,視覺傳達設計學系(視覺設計組)(042462),25,6,24%,
42,大葉大學,視覺傳達設計學系(動態媒體組)(042472),13,5,38%,
42,大葉大學,空間設計學系建築組(042482),29,19,66%,
42,大葉大學,空間設計學系室內設計組(042492),26,22,85%,
42,大葉大學,運動健康管理學系(042502),27,27,100%,
43,中華大學,電機工程學系(043012),63,42,67%,
43,中華大學,資訊工程學系(資訊工程組)(043022),25,15,60%,
43,中華大學,資訊工程學系(資訊應用組)(043032),25,10,40%,
43,中華大學,資訊工程學系(人工智慧組)(043042),24,15,63%,
43,中華大學,機械工程學系(智慧自動化組)(043052),11,5,45%,
43,中華大學,機械工程學系(智慧機械組)(043062),11,4,36%,
43,中華大學,機械工程學系(航空技術組)(043072),12,6,50%,
43,中華大學,光電與材料工程學系（人工智慧應用組）(043082),15,4,27%,
43,中華大學,光電與材料工程學系（生醫光電組）(043092),11,5,45%,
43,中華大學,光電與材料工程學系（半導體組）(043102),14,9,64%,
43,中華大學,工業管理學系（半導體產業組）(043112),21,14,67%,
43,中華大學,工業管理學系（智能應用組）(043122),18,12,67%,
43,中華大學,資訊管理學系（資訊系統設計組）(043132),9,4,44%,
43,中華大學,資訊管理學系（資訊管理應用組）(043142),12,10,83%,
43,中華大學,資訊管理學系（智慧商務組）(043152),9,5,56%,
43,中華大學,資訊管理學系（人工智慧與大數據應用組）(043162),12,11,92%,
43,中華大學,企業管理學系企業管理組(043172),20,10,50%,
43,中華大學,企業管理學系智慧運輸與物流組(043182),20,2,10%,
43,中華大學,財務管理學系財務金融管理組(043192),12,9,75%,
43,中華大學,財務管理學系金融資訊管理組(043202),12,2,17%,
43,中華大學,財務管理學系會計資訊與稅務組(043212),12,3,25%,
43,中華大學,建築與都市計畫學系（第一類組）(043222),20,9,45%,
43,中華大學,建築與都市計畫學系（第二類組）(043232),17,12,71%,
43,中華大學,景觀建築學系景觀設計組(043242),12,5,42%,
43,中華大學,景觀建築學系產品設計組(043252),12,1,8%,
43,中華大學,土木工程學系(043262),33,4,12%,
43,中華大學,行政管理學系(043272),26,12,46%,
43,中華大學,應用日語學系（商務觀光組）(043282),18,10,56%,
43,中華大學,應用日語學系（語文翻譯組）(043292),17,9,53%,
43,中華大學,觀光學院學士班(智慧旅館餐飲管理組)(043302),17,4,24%,
43,中華大學,觀光學院學士班(智慧會展活動管理組)(043312),18,1,6%,
43,中華大學,觀光學院學士班(智慧觀光旅遊組)(043322),17,0,0%,
43,中華大學,英國西英格蘭大學企業管理雙學士學位學程(043332),6,1,17%,
43,中華大學,美國舊金山州立大學資訊管理與決策科學學士學位學程(043342),3,0,0%,
43,中華大學,國際觀光與酒店管理雙學士學位學程(043352),2,2,100%,
44,華梵大學,智慧生活科技學系大數據與管理組(044012),11,1,9%,
44,華梵大學,智慧生活科技學系大數據與管理組(青年儲蓄帳戶組)(044022),1,0,0%,
44,華梵大學,智慧生活科技學系智慧產品開發組(044032),11,3,27%,
44,華梵大學,智慧生活科技學系智慧產品開發組(青年儲蓄帳戶組)(044042),1,0,0%,
44,華梵大學,智慧生活設計學系空間設計組(044052),15,4,27%,
44,華梵大學,智慧生活設計學系創意產品與汽車設計組(044062),10,2,20%,
44,華梵大學,攝影與VR設計學系攝影與科技藝術組(044072),15,5,33%,
44,華梵大學,攝影與VR設計學系VR與互動媒體組(044082),10,5,50%,
44,華梵大學,佛教藝術學系佛學組(044092),2,1,50%,
44,華梵大學,佛教藝術學系藝術組(044102),2,0,0%,
44,華梵大學,美術與文創學系文創設計組(044112),15,6,40%,
44,華梵大學,美術與文創學系美術創作組(044122),15,13,87%,
45,義守大學,電機工程學系(045012),95,51,54%,
45,義守大學,電子工程學系(045022),56,24,43%,
45,義守大學,資訊工程學系資訊工程組(045032),62,44,71%,
45,義守大學,資訊工程學系資訊應用組(045042),26,20,77%,
45,義守大學,資訊工程學系(APCS組)(045052),5,4,80%,
45,義守大學,資訊工程學系(資安組)(045062),5,1,20%,
45,義守大學,智慧網路科技學系智慧軟體應用組(045072),23,9,39%,
45,義守大學,智慧網路科技學系智慧網通科技組(045082),10,10,100%,
45,義守大學,機械與自動化工程學系(045092),40,32,80%,
45,義守大學,化學工程學系(045102),55,25,45%,
45,義守大學,土木工程學系(045112),35,18,51%,
45,義守大學,材料科學與工程學系(045122),60,54,90%,
45,義守大學,資料科學與大數據分析學系(045132),33,19,58%,
45,義守大學,生物醫學工程學系(045142),59,32,54%,
45,義守大學,智慧科技英語學士學位學程(045152),8,4,50%,
45,義守大學,半導體學士學位學程(045162),27,22,81%,
45,義守大學,工業管理學系(045172),34,11,32%,
45,義守大學,資訊管理學系(045182),55,26,47%,
45,義守大學,企業管理學系(045192),40,19,48%,
45,義守大學,財務金融管理學系(045202),49,29,59%,
45,義守大學,會計學系財稅規劃組(045212),18,15,83%,
45,義守大學,會計學系管理應用組(045222),19,8,42%,
45,義守大學,國際商務學系(045232),37,22,59%,
45,義守大學,公共政策與管理學系(045242),29,9,31%,
45,義守大學,醫務管理學系(045252),56,22,39%,
45,義守大學,健康管理學系(045262),31,18,58%,
45,義守大學,餐旅管理學系(045272),26,19,73%,
45,義守大學,運動科技與休閒管理學系(045282),20,6,30%,
45,義守大學,觀光智慧服務與科技學系(045292),28,4,14%,
45,義守大學,廚藝暨美食學學系(045302),25,16,64%,
45,義守大學,國際企業經營英語學士學位學程(國際學院)(045312),7,0,0%,
45,義守大學,財務與商業分析英語學士學位學程(國際學院)(045322),8,3,38%,
45,義守大學,智慧觀光餐旅管理英語學士學位學程(國際學院)(045332),8,2,25%,
45,義守大學,國際傳媒與娛樂管理學系（國際學院）(045342),7,0,0%,
45,義守大學,國際溝通暨應用英語學系(045352),30,7,23%,
45,義守大學,應用日語學系(045362),25,18,72%,
45,義守大學,大眾傳播學系(045372),32,21,66%,
45,義守大學,創意整合設計學系(045382),26,19,73%,
45,義守大學,電影與電視學系(045392),27,10,37%,
45,義守大學,新媒體設計學系(045402),21,12,57%,
45,義守大學,醫學科學與生物科技學系醫藥組(045412),15,12,80%,
45,義守大學,醫學科學與生物科技學系生技組(045422),21,12,57%,
45,義守大學,營養學系(045432),29,21,72%,
45,義守大學,護理學系(045442),45,11,24%,
45,義守大學,醫學影像暨放射科學系(045452),53,38,72%,
45,義守大學,物理治療學系(045462),40,32,80%,
45,義守大學,職能治療學系(045472),48,20,42%,
45,義守大學,醫學檢驗技術學系(045482),47,27,57%,
45,義守大學,精準醫學暨健康科技學士學位學程(045492),27,5,19%,
45,義守大學,醫學系(公費生)(045502),14,7,50%,
46,銘傳大學,企業管理學系品牌行銷組（臺北校區）(046012),46,33,72%,
46,銘傳大學,企業管理學系企業管理組（臺北校區）(046022),39,10,26%,
46,銘傳大學,企業管理學系數位經營組（臺北校區）(046032),33,30,91%,
46,銘傳大學,會計學系會計審計組（臺北校區）(046042),62,39,63%,
46,銘傳大學,會計學系稅務規劃組（臺北校區）(046052),63,35,56%,
46,銘傳大學,財務金融學系（臺北校區）(046062),109,84,77%,
46,銘傳大學,風險管理與保險學系保險金融與行銷組（臺北校區）(046072),55,29,53%,
46,銘傳大學,風險管理與保險學系風險管理組（臺北校區）(046082),28,8,29%,
46,銘傳大學,國際企業學系跨境電商經營組（臺北校區）(046092),55,55,100%,
46,銘傳大學,國際企業學系外貿行銷管理組（臺北校區）(046102),56,41,73%,
46,銘傳大學,新媒體暨傳播管理學系（臺北校區）(046112),34,18,53%,
46,銘傳大學,廣播電視學系（臺北校區）(046122),37,21,57%,
46,銘傳大學,廣告暨策略行銷學系（臺北校區）(046132),36,2,6%,
46,銘傳大學,新聞學系（臺北校區）(046142),22,0,0%,
46,銘傳大學,法律學系（臺北校區）(046152),61,25,41%,
46,銘傳大學,財金法律學系（臺北校區）(046162),31,11,35%,
46,銘傳大學,國際企業與貿易學士學位學程（全英語授課．臺北校區）(046172),24,24,100%,
46,銘傳大學,新聞與大眾傳播學士學位學程（全英語授課．臺北校區）(046182),15,10,67%,
46,銘傳大學,時尚與創新管理學士學位學程（全英語授課．臺北校區）(046192),15,9,60%,
46,銘傳大學,國際事務與外交學士學位學程（全英語授課．桃園校區）(046202),20,9,45%,
46,銘傳大學,資訊科技應用與管理學士學位學程（全英語授課．桃園校區）(046212),12,6,50%,
46,銘傳大學,應用中國文學系（桃園校區）(046222),37,13,35%,
46,銘傳大學,應用英語學系（桃園校區）(046232),37,15,41%,
46,銘傳大學,應用日語學系（桃園校區）(046242),75,62,83%,
46,銘傳大學,華語文教學學系（桃園校區）(046252),38,20,53%,
46,銘傳大學,商業設計學系（桃園校區）(046262),62,42,68%,
46,銘傳大學,商品設計學系（桃園校區）(046272),75,36,48%,
46,銘傳大學,數位媒體設計學系（桃園校區）(046282),66,49,74%,
46,銘傳大學,建築學系（桃園校區）(046292),34,27,79%,
46,銘傳大學,都市規劃與防災學系（桃園校區）(046302),32,8,25%,
46,銘傳大學,動漫文創設計學士學位學程（桃園校區）(046312),24,13,54%,
46,銘傳大學,觀光事業學系（桃園校區）(046322),41,38,93%,
46,銘傳大學,休閒遊憩管理學系（桃園校區）(046332),37,29,78%,
46,銘傳大學,餐旅管理學系（桃園校區）(046342),35,35,100%,
46,銘傳大學,犯罪防治學系（桃園校區）(046352),74,43,58%,
46,銘傳大學,公共事務與行政管理學系（桃園校區）(046362),36,12,33%,
46,銘傳大學,諮商臨床與工商心理學系（桃園校區）(046372),61,34,56%,
46,銘傳大學,應用統計與資料科學學系應用統計組（桃園校區）(046382),16,11,69%,
46,銘傳大學,應用統計與資料科學學系大數據管理組（桃園校區）(046392),22,12,55%,
46,銘傳大學,經濟與金融學系金融理財組（桃園校區）(046402),19,6,32%,
46,銘傳大學,經濟與金融學系產業經濟組（桃園校區）(046412),19,8,42%,
46,銘傳大學,金融科技應用學士學位學程（桃園校區）(046422),33,21,64%,
46,銘傳大學,資訊管理學系人工智慧應用組（桃園校區）(046432),36,36,100%,
