編號,學校,科系,招生名額,分發人數,比例,備註
15,逢甲大學,都市計畫與空間資訊學系(015352),68,64,94%,
15,逢甲大學,運輸與物流學系(015362),71,71,100%,
15,逢甲大學,土地管理學系(015372),69,69,100%,
15,逢甲大學,財務金融學系(015382),103,90,87%,
15,逢甲大學,風險管理與保險學系(015392),76,46,61%,
15,逢甲大學,財務工程與精算學士學位學程(015402),34,16,47%,
15,逢甲大學,建築專業學院學士班(015412),81,81,100%,
15,逢甲大學,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程(015422),14,5,36%,
15,逢甲大學,澳洲昆士蘭大學商學雙學士學位學程(015432),9,7,78%,
15,逢甲大學,澳洲蒙納許大學資訊工程雙學士學位學程(015442),14,7,50%,
15,逢甲大學,美國普渡大學電機資訊雙學士學位學程(015452),12,8,67%,
15,逢甲大學,美國加州聖荷西州立大學商學大數據分析雙學士學位學程(015462),15,9,60%,
15,逢甲大學,美國加州聖荷西州立大學電機工程雙學士學位學程(015472),15,12,80%,
15,逢甲大學,美國加州舊金山州立大學資訊工程雙學士學位學程(015482),16,9,56%,
15,逢甲大學,人工智慧技術與應用學士學位學程(015492),35,35,100%,
16,國立中央大學,中國文學系(016012),21,17,81%,
16,國立中央大學,英美語文學系(016022),15,10,67%,
16,國立中央大學,法國語文學系(016032),14,14,100%,
16,國立中央大學,文學院學士班(016042),9,4,44%,
16,國立中央大學,數學系數學科學組(016052),17,12,71%,
16,國立中央大學,數學系計算與資料科學組(016062),17,6,35%,
16,國立中央大學,物理學系(016072),18,11,61%,
16,國立中央大學,化學學系(016082),17,16,94%,
16,國立中央大學,光電科學與工程學系(016092),18,18,100%,
16,國立中央大學,土木工程學系(016102),41,28,68%,
16,國立中央大學,機械工程學系先進材料與精密製造組(016112),22,18,82%,
16,國立中央大學,機械工程學系光機電工程組(016122),24,17,71%,
16,國立中央大學,機械工程學系設計與分析組(016132),24,24,100%,
16,國立中央大學,化學工程與材料工程學系(016142),24,20,83%,
16,國立中央大學,工學院學士班(016152),15,11,73%,
16,國立中央大學,企業管理學系(016162),49,30,61%,
16,國立中央大學,資訊管理學系(016172),34,28,82%,
16,國立中央大學,資訊管理學系（APCS組）(016182),3,3,100%,
16,國立中央大學,經濟學系(016192),21,17,81%,
16,國立中央大學,財務金融學系(016202),29,25,86%,
16,國立中央大學,電機工程學系(016212),55,50,91%,
16,國立中央大學,資訊工程學系(016222),53,43,81%,
16,國立中央大學,資訊工程學系（APCS組）(016232),3,2,67%,
16,國立中央大學,通訊工程學系(016242),22,11,50%,
16,國立中央大學,資訊電機學院學士班(016252),7,4,57%,
16,國立中央大學,大氣科學學系(016262),14,12,86%,
16,國立中央大學,太空科學與工程學系(016272),14,5,36%,
16,國立中央大學,地球科學學系(016282),34,24,71%,
16,國立中央大學,地球科學學院學士班(016292),8,5,63%,
16,國立中央大學,客家語文暨社會科學學系客家社會及政策組(016302),16,16,100%,
16,國立中央大學,客家語文暨社會科學學系客家語文及傳播組(016312),10,8,80%,
16,國立中央大學,生命科學系(016322),9,8,89%,
16,國立中央大學,生醫科學與工程學系(016332),18,12,67%,
16,國立中央大學,向日葵聯合招生甲組(電資)(016342),3,3,100%,
16,國立中央大學,向日葵聯合招生乙組(商管)(016352),5,5,100%,
16,國立中央大學,向日葵聯合招生丙組(理學)(016362),13,10,77%,
16,國立中央大學,向日葵聯合招生丁組(工程)(016372),10,10,100%,
16,國立中央大學,向日葵聯合招生戊組(人社)(016382),8,8,100%,
17,中國文化大學,哲學系(017012),21,10,48%,
17,中國文化大學,中國文學系中國文學組(017022),25,7,28%,
17,中國文化大學,中國文學系文藝創作組(017032),21,15,71%,
17,中國文化大學,史學系(017042),21,13,62%,
17,中國文化大學,日本語文學系(017052),48,15,31%,
17,中國文化大學,韓國語文學系(017062),50,41,82%,
17,中國文化大學,俄國語文學系(017072),22,8,36%,
17,中國文化大學,英國語文學系(語言文化組)(017082),12,5,42%,
17,中國文化大學,英國語文學系(商務應用組)(017092),13,1,8%,
17,中國文化大學,法國語文學系(017102),26,13,50%,
17,中國文化大學,全球商務學士學位學程(017112),25,8,32%,
17,中國文化大學,應用數學系(017122),25,16,64%,
17,中國文化大學,光電物理學系(017132),24,12,50%,
17,中國文化大學,化學系(017142),25,12,48%,
17,中國文化大學,地理學系(017152),25,15,60%,
17,中國文化大學,大氣科學系(017162),22,15,68%,
17,中國文化大學,地質學系(017172),24,8,33%,
17,中國文化大學,生命科學系(017182),24,11,46%,
17,中國文化大學,法律學系法學組(017192),50,24,48%,
17,中國文化大學,法律學系財經法律組(017202),51,28,55%,
17,中國文化大學,法律學系企業金融法制組(017212),19,17,89%,
17,中國文化大學,政治學系(017222),24,11,46%,
17,中國文化大學,經濟學系(017232),51,21,41%,
17,中國文化大學,勞動暨人力資源學系(017242),27,17,63%,
17,中國文化大學,社會福利學系(017252),48,12,25%,
17,中國文化大學,行政管理學系(017262),27,14,52%,
17,中國文化大學,園藝暨生物技術學系(017272),24,14,58%,
17,中國文化大學,動物科學系(017282),23,13,57%,
17,中國文化大學,森林暨自然保育學系(017292),25,14,56%,
17,中國文化大學,土地資源學系(017302),25,20,80%,
17,中國文化大學,生活應用科學系(017312),27,26,96%,
17,中國文化大學,保健營養學系(017322),23,4,17%,
17,中國文化大學,化學工程與材料工程學系(017332),51,38,75%,
17,中國文化大學,電機工程學系(017342),53,33,62%,
17,中國文化大學,機械工程學系(017352),46,18,39%,
17,中國文化大學,紡織工程學系(017362),28,11,39%,
17,中國文化大學,資訊工程學系(017372),62,37,60%,
17,中國文化大學,國際貿易學系(017382),54,30,56%,
17,中國文化大學,國際企業管理學系(017392),72,17,24%,
17,中國文化大學,會計學系(017402),56,14,25%,
17,中國文化大學,觀光事業學系(017412),49,38,78%,
17,中國文化大學,資訊管理學系(智慧商務科技組)(017422),38,34,89%,
17,中國文化大學,資訊管理學系(雲端服務暨巨量資料組)(017432),27,15,56%,
17,中國文化大學,財務金融學系金融行銷組(017442),28,15,54%,
17,中國文化大學,財務金融學系財務金融組(017452),31,11,35%,
17,中國文化大學,財務金融學系數位金融組(017462),24,15,63%,
17,中國文化大學,行銷學士學位學程(017472),24,23,96%,
17,中國文化大學,新聞學系(017482),42,28,67%,
17,中國文化大學,廣告學系(017492),58,30,52%,
17,中國文化大學,資訊傳播學系(017502),56,35,63%,
17,中國文化大學,大眾傳播學系(017512),60,21,35%,
17,中國文化大學,都市計劃與開發管理學系(017522),24,23,96%,
17,中國文化大學,建築及都市設計學系(017532),25,7,28%,
17,中國文化大學,景觀學系(017542),25,19,76%,
17,中國文化大學,教育學系(017552),24,5,21%,
17,中國文化大學,心理輔導學系(017562),26,18,69%,
17,中國文化大學,戲劇學系(017572),42,42,100%,
17,中國文化大學,中國戲劇學系(017582),45,24,53%,
17,中國文化大學,音樂學系A組(017592),21,19,90%,
17,中國文化大學,音樂學系B組(017602),6,6,100%,
17,中國文化大學,美術學系(017612),18,18,100%,
18,靜宜大學,英國語文學系(018012),40,13,33%,
18,靜宜大學,西班牙語文學系(018022),53,24,45%,
18,靜宜大學,日本語文學系(018032),57,31,54%,
18,靜宜大學,中國文學系(018042),54,26,48%,
18,靜宜大學,社會工作與兒童少年福利學系(018052),60,51,85%,
18,靜宜大學,台灣文學系(018062),38,14,37%,
18,靜宜大學,法律學系(018072),73,48,66%,
18,靜宜大學,生態人文學系(018082),42,25,60%,
18,靜宜大學,大眾傳播學系(018092),36,12,33%,
18,靜宜大學,財務工程學系(018102),60,60,100%,
18,靜宜大學,應用化學系(018112),67,60,90%,
18,靜宜大學,食品營養學系營養與保健組(018122),28,12,43%,
18,靜宜大學,食品營養學系食品與生物技術組(018132),24,17,71%,
18,靜宜大學,化粧品科學系(018142),65,40,62%,
18,靜宜大學,資料科學暨大數據分析與應用學系(018152),90,70,78%,
18,靜宜大學,企業管理學系(018162),84,52,62%,
18,靜宜大學,國際企業學系(018172),88,65,74%,
18,靜宜大學,會計學系(018182),86,53,62%,
18,靜宜大學,觀光事業學系(018192),80,47,59%,
18,靜宜大學,財務金融學系(018202),90,36,40%,
18,靜宜大學,資訊管理學系(018212),75,27,36%,
18,靜宜大學,資訊管理學系(APCS組)(018222),4,2,50%,
18,靜宜大學,資訊工程學系(018232),69,47,68%,
18,靜宜大學,資訊工程學系(APCS組)(018242),5,5,100%,
18,靜宜大學,資訊傳播工程學系(018252),71,33,46%,
18,靜宜大學,資訊傳播工程學系(APCS組)(018262),5,1,20%,
18,靜宜大學,寰宇管理學士學位學程(018272),28,28,100%,
18,靜宜大學,寰宇外語教育學士學位學程(018282),27,26,96%,
19,大同大學,機械與材料工程學系(019012),46,35,76%,
19,大同大學,化學工程與生物科技學系(019022),48,29,60%,
19,大同大學,工程學院學士班(019032),29,17,59%,
19,大同大學,電機工程學系(019042),69,69,100%,
19,大同大學,資訊工程學系(019052),70,44,63%,
19,大同大學,事業經營學系(019062),48,31,65%,
19,大同大學,資訊經營學系(019072),27,24,89%,
19,大同大學,應用外語學系(019082),22,18,82%,
19,大同大學,工業設計學系(019092),48,48,100%,
19,大同大學,媒體設計學系互動媒體設計組(019102),22,9,41%,
19,大同大學,媒體設計學系數位遊戲設計組(019112),27,25,93%,
19,大同大學,機械與材料工程學系(青年儲蓄帳戶組)(019122),1,0,0%,
20,輔仁大學,中國文學系(020012),54,37,69%,
20,輔仁大學,歷史學系(020022),50,36,72%,
20,輔仁大學,哲學系(020032),45,38,84%,
20,輔仁大學,景觀設計學系(020042),22,18,82%,
20,輔仁大學,影像傳播學系(020052),25,20,80%,
20,輔仁大學,新聞傳播學系(020062),28,24,86%,
20,輔仁大學,廣告傳播學系(020072),29,23,79%,
20,輔仁大學,圖書資訊學系(020082),39,25,64%,
20,輔仁大學,教育領導與科技發展學士學位學程(020092),20,15,75%,
20,輔仁大學,護理學系(020102),48,23,48%,
20,輔仁大學,護理學系(青年儲蓄帳戶組)(020112),1,0,0%,
20,輔仁大學,公共衛生學系(020122),26,22,85%,
20,輔仁大學,醫學系(020132),16,1,6%,
20,輔仁大學,醫學系(公費生)(020142),7,2,29%,
20,輔仁大學,臨床心理學系(020152),33,28,85%,
20,輔仁大學,職能治療學系(020162),32,18,56%,
20,輔仁大學,呼吸治療學系(020172),23,7,30%,
20,輔仁大學,數學系資訊數學組(020182),30,24,80%,
20,輔仁大學,數學系應用數學組(020192),26,15,58%,
20,輔仁大學,化學系(020202),59,38,64%,
20,輔仁大學,資訊工程學系(020212),53,27,51%,
20,輔仁大學,資訊工程學系(APCS組)(020222),5,2,40%,
20,輔仁大學,生命科學系(020232),64,45,70%,
20,輔仁大學,物理學系物理組(020242),20,11,55%,
20,輔仁大學,物理學系光電物理組(020252),35,23,66%,
20,輔仁大學,電機工程學系(020262),56,35,63%,
20,輔仁大學,電機工程學系(APCS組)(020272),5,5,100%,
20,輔仁大學,醫學資訊與創新應用學士學位學程(020282),33,33,100%,
20,輔仁大學,人工智慧與資訊安全學士學位學程(020292),17,10,59%,
20,輔仁大學,英國語文學系(020302),32,28,88%,
20,輔仁大學,法國語文學系(020312),35,28,80%,
20,輔仁大學,西班牙語文學系(020322),30,16,53%,
20,輔仁大學,日本語文學系(020332),66,66,100%,
20,輔仁大學,義大利語文學系(020342),34,34,100%,
20,輔仁大學,德語語文學系(020352),37,31,84%,
20,輔仁大學,織品服裝學系織品設計組(020362),39,30,77%,
20,輔仁大學,織品服裝學系服飾設計組(020372),31,26,84%,
20,輔仁大學,織品服裝學系織品服飾行銷組(020382),78,78,100%,
20,輔仁大學,餐旅管理學系(020392),74,35,47%,
20,輔仁大學,兒童與家庭學系(020402),38,38,100%,
20,輔仁大學,食品科學系(020412),32,23,72%,
20,輔仁大學,食品科學系(青年儲蓄帳戶組)(020422),1,0,0%,
20,輔仁大學,營養科學系(020432),30,19,63%,
20,輔仁大學,法律學系(020442),71,45,63%,
20,輔仁大學,財經法律學系(020452),33,25,76%,
20,輔仁大學,企業管理學系(020462),90,67,74%,
20,輔仁大學,企業管理學系(青年儲蓄帳戶組)(020472),3,0,0%,
20,輔仁大學,會計學系(020482),56,23,41%,
20,輔仁大學,資訊管理學系(020492),68,68,100%,
20,輔仁大學,資訊管理學系(APCS組)(020502),3,3,100%,
20,輔仁大學,資訊管理學系(青年儲蓄帳戶組)(020512),1,0,0%,
20,輔仁大學,統計資訊學系(020522),72,70,97%,
20,輔仁大學,金融與國際企業學系(020532),62,62,100%,
20,輔仁大學,社會學系(020542),35,21,60%,
20,輔仁大學,社會工作學系(020552),28,9,32%,
20,輔仁大學,經濟學系(020562),61,35,57%,
20,輔仁大學,宗教學系(020572),49,47,96%,
20,輔仁大學,心理學系(020582),31,27,87%,
20,輔仁大學,心理學系(青年儲蓄帳戶組)(020592),2,1,50%,
20,輔仁大學,天主教研修學士學位學程(020602),11,8,73%,
20,輔仁大學,音樂學系應用音樂組(020612),3,3,100%,
20,輔仁大學,音樂學系器樂組(020622),26,26,100%,
20,輔仁大學,音樂學系爵士音樂組(020632),3,3,100%,
20,輔仁大學,應用美術學系(020642),39,39,100%,
20,輔仁大學,體育學系體育學組(020652),23,23,100%,
20,輔仁大學,體育學系運動健康管理組(020662),37,37,100%,
21,國立臺灣海洋大學,商船學系(021012),57,57,100%,
21,國立臺灣海洋大學,航運管理學系(021022),49,49,100%,
21,國立臺灣海洋大學,運輸科學系A組(021032),24,14,58%,
21,國立臺灣海洋大學,運輸科學系B組(021042),24,13,54%,
21,國立臺灣海洋大學,輪機工程學系(021052),39,24,62%,
21,國立臺灣海洋大學,海洋觀光管理學士學位學程(021062),15,5,33%,
21,國立臺灣海洋大學,海洋觀光管理學士學位學程(青年儲蓄帳戶組)(021072),1,0,0%,
21,國立臺灣海洋大學,海洋經營管理學士學位學程(021082),12,8,67%,
21,國立臺灣海洋大學,食品科學系(021092),42,27,64%,
21,國立臺灣海洋大學,水產養殖學系(021102),40,28,70%,
21,國立臺灣海洋大學,生命科學暨生物科技學系(021112),19,9,47%,
21,國立臺灣海洋大學,海洋生物科技學士學位學程(021122),15,2,13%,
21,國立臺灣海洋大學,環境生物與漁業科學學系(021132),17,17,100%,
21,國立臺灣海洋大學,海洋環境資訊系(021142),29,16,55%,
21,國立臺灣海洋大學,機械與機電工程學系(021152),44,21,48%,
21,國立臺灣海洋大學,系統工程暨造船學系(021162),29,22,76%,
21,國立臺灣海洋大學,河海工程學系(021172),51,45,88%,
21,國立臺灣海洋大學,河海工程學系(青年儲蓄帳戶組)(021182),1,0,0%,
21,國立臺灣海洋大學,海洋工程科技學士學位學程(021192),14,12,86%,
21,國立臺灣海洋大學,海洋工程科技學士學位學程(青年儲蓄帳戶組)(021202),1,0,0%,
21,國立臺灣海洋大學,電機工程學系(021212),45,42,93%,
21,國立臺灣海洋大學,電機工程學系(青年儲蓄帳戶組)(021222),1,0,0%,
21,國立臺灣海洋大學,資訊工程學系(021232),45,44,98%,
21,國立臺灣海洋大學,資訊工程學系(APCS組)(021242),3,3,100%,
21,國立臺灣海洋大學,資訊工程學系(青年儲蓄帳戶組)(021252),1,0,0%,
21,國立臺灣海洋大學,通訊與導航工程學系(021262),23,23,100%,
21,國立臺灣海洋大學,光電與材料科技學系(021272),16,13,81%,
21,國立臺灣海洋大學,海洋文創設計產業學士學位學程(021282),17,9,53%,
21,國立臺灣海洋大學,海洋法政學士學位學程(021292),16,5,31%,
21,國立臺灣海洋大學,海洋法政學士學位學程(青年儲蓄帳戶組)(021302),1,0,0%,
22,國立高雄師範大學,國文學系(022012),35,26,74%,
22,國立高雄師範大學,英語學系(022022),29,15,52%,
22,國立高雄師範大學,地理學系(022032),16,6,38%,
22,國立高雄師範大學,數學系數學組(022042),18,11,61%,
22,國立高雄師範大學,數學系應用數學組(022052),16,4,25%,
22,國立高雄師範大學,化學系(022062),21,6,29%,
22,國立高雄師範大學,物理學系(022072),19,9,47%,
22,國立高雄師範大學,生物科技系(022082),19,13,68%,
22,國立高雄師範大學,教育學系(022092),14,14,100%,
22,國立高雄師範大學,特殊教育學系(022102),17,16,94%,
22,國立高雄師範大學,事業經營學系(022112),14,11,79%,
22,國立高雄師範大學,工業科技教育學系科技教育與訓練組(022122),9,9,100%,
22,國立高雄師範大學,工業科技教育學系能源與冷凍空調組(022132),7,7,100%,
22,國立高雄師範大學,工業設計學系(022142),15,7,47%,
22,國立高雄師範大學,電機工程學系(022152),18,8,44%,
22,國立高雄師範大學,電子工程學系(022162),21,14,67%,
22,國立高雄師範大學,軟體工程與管理學系(022172),11,5,45%,
22,國立高雄師範大學,軟體工程與管理學系(APCS組)(022182),3,3,100%,
22,國立高雄師範大學,軟體工程與管理學系(資安組)(022192),3,3,100%,
22,國立高雄師範大學,音樂學系(022202),27,25,93%,
22,國立高雄師範大學,美術學系(022212),17,17,100%,
22,國立高雄師範大學,視覺設計學系(022222),15,12,80%,
22,國立高雄師範大學,體育學系(022232),9,9,100%,
23,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組(023012),16,9,56%,
23,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組(公費生甲組)(023022),1,1,100%,
23,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組(公費生乙組)(023032),1,1,100%,
23,國立彰化師範大學,輔導與諮商學系社區輔導與諮商組(023042),13,8,62%,
23,國立彰化師範大學,特殊教育學系(023052),28,26,93%,
23,國立彰化師範大學,特殊教育學系(公費生甲組)(023062),1,1,100%,
23,國立彰化師範大學,特殊教育學系(公費生乙組)(023072),1,1,100%,
23,國立彰化師範大學,數學系(023082),35,34,97%,
23,國立彰化師範大學,物理學系物理組(023092),20,12,60%,
23,國立彰化師範大學,物理學系光電組(023102),19,18,95%,
23,國立彰化師範大學,生物學系(023112),17,15,88%,
23,國立彰化師範大學,生物學系(公費生)(023122),1,1,100%,
23,國立彰化師範大學,化學系(023132),22,12,55%,
23,國立彰化師範大學,英語學系(023142),18,6,33%,
23,國立彰化師範大學,國文學系(023152),29,11,38%,
23,國立彰化師範大學,地理學系(023162),19,19,100%,
23,國立彰化師範大學,機電工程學系(023172),21,10,48%,
23,國立彰化師範大學,電機工程學系(023182),12,8,67%,
23,國立彰化師範大學,電子工程學系(023192),21,14,67%,
23,國立彰化師範大學,資訊工程學系(023202),11,8,73%,
23,國立彰化師範大學,資訊工程學系(APCS組)(023212),1,1,100%,
23,國立彰化師範大學,企業管理學系(023222),21,6,29%,
23,國立彰化師範大學,會計學系(023232),31,18,58%,
23,國立彰化師範大學,資訊管理學系資訊管理組(023242),11,11,100%,
23,國立彰化師範大學,資訊管理學系數位內容科技與管理組(023252),12,6,50%,
23,國立彰化師範大學,公共事務與公民教育學系公民教育組(023262),7,7,100%,
23,國立彰化師範大學,公共事務與公民教育學系公民教育組(公費生)(023272),1,1,100%,
23,國立彰化師範大學,公共事務與公民教育學系公共事務組(023282),7,2,29%,
23,國立彰化師範大學,揚鷹招生A組（教社）(023292),3,3,100%,
23,國立彰化師範大學,揚鷹招生B組（文）(023302),3,2,67%,
23,國立彰化師範大學,揚鷹招生C組（管理）(023312),3,3,100%,
23,國立彰化師範大學,揚鷹招生D組（理）(023322),4,3,75%,
23,國立彰化師範大學,揚鷹招生E組（工）(023332),8,8,100%,
23,國立彰化師範大學,美術學系(023342),18,14,78%,
23,國立彰化師範大學,運動學系（競技運動組）(023352),33,33,100%,
23,國立彰化師範大學,運動學系（運動健康組）(023362),6,6,100%,
26,中山醫學大學,醫學系(026012),70,70,100%,
26,中山醫學大學,牙醫學系(026022),29,8,28%,
26,中山醫學大學,物理治療學系(026032),15,3,20%,
26,中山醫學大學,職能治療學系(026042),19,7,37%,
26,中山醫學大學,語言治療與聽力學系語言治療組(026052),26,18,69%,
26,中山醫學大學,語言治療與聽力學系聽力組(026062),26,9,35%,
26,中山醫學大學,生物醫學科學學系(026072),48,48,100%,
26,中山醫學大學,視光學系(026082),33,20,61%,
26,中山醫學大學,醫學影像暨放射科學系(026092),39,25,64%,
26,中山醫學大學,心理學系(026102),26,6,23%,
26,中山醫學大學,營養學系(A組)(026112),22,17,77%,
26,中山醫學大學,營養學系(B組)(026122),10,10,100%,
26,中山醫學大學,職業安全衛生學系(026132),30,14,47%,
26,中山醫學大學,醫學應用化學系(026142),23,14,61%,
26,中山醫學大學,健康產業科技管理學系(026152),32,32,100%,
26,中山醫學大學,護理學系(026162),54,24,44%,
26,中山醫學大學,醫學檢驗暨生物技術學系(026172),40,16,40%,
26,中山醫學大學,應用外國語言學系(026182),26,19,73%,
26,中山醫學大學,公共衛生學系(A組)(026192),24,11,46%,
26,中山醫學大學,公共衛生學系(B組)(026202),10,10,100%,
26,中山醫學大學,醫學社會暨社會工作學系(026212),58,31,53%,
26,中山醫學大學,醫學資訊學系(026222),23,10,43%,
26,中山醫學大學,醫療產業科技管理學系(026232),19,14,74%,
27,國立中山大學,中國文學系(027012),15,3,20%,
27,國立中山大學,外國語文學系(027022),25,16,64%,
27,國立中山大學,劇場藝術學系(027032),34,0,0%,
27,國立中山大學,生物科學系(027042),10,4,40%,
27,國立中山大學,生物科學系英語組(027052),13,8,62%,
27,國立中山大學,化學系(027062),10,4,40%,
27,國立中山大學,化學系英語組(027072),10,10,100%,
27,國立中山大學,物理學系(027082),11,10,91%,
27,國立中山大學,物理學系量子科技組(全英)(027092),11,7,64%,
27,國立中山大學,應用數學系(027102),17,8,47%,
27,國立中山大學,應用數學系英語組(027112),16,9,56%,
27,國立中山大學,電機工程學系(027122),29,16,55%,
27,國立中山大學,電機工程學系全英語組(027132),28,19,68%,
27,國立中山大學,電機工程學系(APCS組)(027142),3,0,0%,
27,國立中山大學,機械與機電工程學系(027152),41,38,93%,
27,國立中山大學,機械與機電工程學系全英語組(027162),28,28,100%,
27,國立中山大學,資訊工程學系(027172),29,22,76%,
27,國立中山大學,資訊工程學系全英語學士班(027182),17,17,100%,
27,國立中山大學,光電工程學系(027192),13,8,62%,
27,國立中山大學,光電工程學系全英語組(027202),18,18,100%,
27,國立中山大學,材料與光電科學學系(027212),13,5,38%,
27,國立中山大學,材料與光電科學學系全英語組(027222),14,14,100%,
27,國立中山大學,企業管理學系(027232),39,30,77%,
27,國立中山大學,資訊管理學系(027242),26,17,65%,
27,國立中山大學,財務管理學系(027252),27,17,63%,
27,國立中山大學,國際經營管理全英語學士學位學程(027262),15,13,87%,
27,國立中山大學,海洋生物科技暨資源學系(027272),19,13,68%,
27,國立中山大學,海洋環境及工程學系(027282),24,16,67%,
27,國立中山大學,海洋科學系(027292),20,13,65%,
27,國立中山大學,政治經濟學系(027302),28,14,50%,
27,國立中山大學,社會學系(027312),15,6,40%,
27,國立中山大學,人文暨科技跨領域學士學位學程(027322),13,13,100%,
27,國立中山大學,西灣南星A組(文)(027332),2,0,0%,
27,國立中山大學,西灣南星B組(管)(027342),4,0,0%,
27,國立中山大學,西灣南星C組(理)(027352),4,2,50%,
27,國立中山大學,西灣南星D組(工)(027362),7,4,57%,
27,國立中山大學,西灣南星E組(海)(027372),4,1,25%,
27,國立中山大學,西灣南星F組(社)(027382),2,1,50%,
27,國立中山大學,西灣南星G組（西灣學院）(027392),1,0,0%,
27,國立中山大學,音樂學系(027402),24,10,42%,
27,國立中山大學,音樂學系創作與應用組(027412),6,4,67%,
28,國立臺北藝術大學,音樂與影像跨域學士學位學程(028012),5,5,100%,
28,國立臺北藝術大學,劇場設計學系(028022),18,0,0%,
28,國立臺北藝術大學,新媒體藝術學系(028032),13,13,100%,
30,長庚大學,醫學系(030012),55,26,47%,
30,長庚大學,醫學系(公費生)(030022),4,4,100%,
30,長庚大學,中醫學系(030032),29,20,69%,
30,長庚大學,護理學系(030042),49,49,100%,
30,長庚大學,醫學生物技術暨檢驗學系(030052),28,24,86%,
30,長庚大學,醫學影像暨放射科學系(030062),17,9,53%,
30,長庚大學,物理治療學系(030072),20,20,100%,
30,長庚大學,職能治療學系(030082),19,19,100%,
30,長庚大學,生物醫學系(030092),53,48,91%,
30,長庚大學,呼吸治療學系(030102),21,21,100%,
30,長庚大學,電機工程學系(030112),50,50,100%,
30,長庚大學,機械工程學系(030122),17,11,65%,
30,長庚大學,化工與材料工程學系(030132),27,27,100%,
30,長庚大學,電子工程學系(030142),34,30,88%,
30,長庚大學,資訊工程學系(030152),26,26,100%,
30,長庚大學,生物醫學工程學系(030162),16,10,63%,
30,長庚大學,人工智慧學系(030172),18,18,100%,
30,長庚大學,醫務管理學系(030182),27,18,67%,
30,長庚大學,工商管理學系(數智商務組)(030192),20,17,85%,
30,長庚大學,工商管理學系(工商創業組)(030202),20,18,90%,
30,長庚大學,工業設計學系(030212),20,17,85%,
30,長庚大學,資訊管理學系(甲組)(030222),13,8,62%,
30,長庚大學,資訊管理學系(乙組)(030232),14,13,93%,
30,長庚大學,數位金融科技學系(甲組)(030242),6,6,100%,
30,長庚大學,數位金融科技學系(乙組)(030252),13,10,77%,
31,國立臺中教育大學,教育學系(031012),23,12,52%,
31,國立臺中教育大學,特殊教育學系(031022),22,13,59%,
31,國立臺中教育大學,幼兒教育學系(031032),24,14,58%,
31,國立臺中教育大學,體育學系非運動專長組(031042),7,7,100%,
31,國立臺中教育大學,語文教育學系(031052),6,2,33%,
31,國立臺中教育大學,區域與社會發展學系(031062),14,5,36%,
31,國立臺中教育大學,諮商與應用心理學系(031072),20,10,50%,
31,國立臺中教育大學,臺灣語文學系(031082),21,14,67%,
31,國立臺中教育大學,英語學系(031092),17,3,18%,
31,國立臺中教育大學,英語學系(公費生)(031102),1,1,100%,
31,國立臺中教育大學,數學教育學系(031112),11,11,100%,
31,國立臺中教育大學,科學教育與應用學系(031122),23,12,52%,
31,國立臺中教育大學,資訊工程學系(031132),27,15,56%,
31,國立臺中教育大學,數位內容科技學系(031142),23,23,100%,
31,國立臺中教育大學,國際企業學系(031152),15,3,20%,
31,國立臺中教育大學,文化創意產業設計與營運學系(031162),12,5,42%,
31,國立臺中教育大學,音樂學系(031172),31,30,97%,
31,國立臺中教育大學,美術學系(031182),16,14,88%,
31,國立臺中教育大學,美術學系(公費生)(031192),1,1,100%,
31,國立臺中教育大學,體育學系運動專長組(031202),26,25,96%,
32,國立臺北教育大學,教育學系(032012),18,9,50%,
32,國立臺北教育大學,教育學系（芝山組）(032022),2,2,100%,
32,國立臺北教育大學,教育經營與管理學系(032032),19,10,53%,
32,國立臺北教育大學,教育經營與管理學系（芝山組）(032042),2,2,100%,
32,國立臺北教育大學,幼兒與家庭教育學系(032052),17,5,29%,
32,國立臺北教育大學,幼兒與家庭教育學系（芝山組）(032062),2,0,0%,
32,國立臺北教育大學,特殊教育學系(032072),18,13,72%,
32,國立臺北教育大學,特殊教育學系（芝山組）(032082),3,3,100%,
32,國立臺北教育大學,心理與諮商學系(032092),10,5,50%,
32,國立臺北教育大學,心理與諮商學系（芝山組）(032102),6,6,100%,
32,國立臺北教育大學,社會與區域發展學系(032112),30,14,47%,
32,國立臺北教育大學,社會與區域發展學系(青年儲蓄帳戶組)(032122),1,0,0%,
32,國立臺北教育大學,兒童英語教育學系(032132),25,13,52%,
32,國立臺北教育大學,兒童英語教育學系(公費生)(032142),1,1,100%,
32,國立臺北教育大學,語文與創作學系語文師資組(032152),16,7,44%,
32,國立臺北教育大學,語文與創作學系文學創作組(032162),18,12,67%,
32,國立臺北教育大學,文化創意產業經營學系(032172),20,17,85%,
32,國立臺北教育大學,文化創意產業經營學系(青年儲蓄帳戶組)(032182),2,0,0%,
32,國立臺北教育大學,數學暨資訊教育學系數學組(032192),14,13,93%,
32,國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組(032202),12,10,83%,
32,國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組(APCS組)(032212),2,2,100%,
32,國立臺北教育大學,自然科學教育學系(032222),28,24,86%,
